Intensity 31_200_PSCARB_10	Intensity 32_200_psCARB_100	Intensity 33_SMALL_CITRATE_10	Intensity 34_LARGE_CITRATE_10	Intensity 35_SMALL_PEI_10	Intensity 36_LARGE_PEI_10	Intensity 37_LARGE_PVP@AU_100	Intensity 38_SMALL_PVP@AU_10	Intensity 39_SMALL_PVP@AU_100	Intensity 40_LARGE_CITRATE_100	Intensity 41_LARGE_PEI_100	Intensity 42_SMALL_CITRATE_100	Intensity 43_SMALL_PEI_100	Intensity 44_LARGE_PVP@AU_10	Intensity 45_LARGE_PEG@AU_100	Intensity 46_LARGE_PEI@AU_100	Intensity 47_SMALL_PEI@AU_100	Intensity 48_200_PSCARB_PEG_100	Intensity 49_200_PSCARB_PEG_100(B)	Intensity 50_FBS	Intensity 51_SPQC1	Intensity 52_SPQC2	Intensity 53_SPQC3	Top3 31_200_PSCARB_10	Top3 32_200_psCARB_100	Top3 33_SMALL_CITRATE_10	Top3 34_LARGE_CITRATE_10	Top3 35_SMALL_PEI_10	Top3 36_LARGE_PEI_10	Top3 37_LARGE_PVP@AU_100	Top3 38_SMALL_PVP@AU_10	Top3 39_SMALL_PVP@AU_100	Top3 40_LARGE_CITRATE_100	Top3 41_LARGE_PEI_100	Top3 42_SMALL_CITRATE_100	Top3 43_SMALL_PEI_100	Top3 44_LARGE_PVP@AU_10	Top3 45_LARGE_PEG@AU_100	Top3 46_LARGE_PEI@AU_100	Top3 47_SMALL_PEI@AU_100	Top3 48_200_PSCARB_PEG_100	Top3 49_200_PSCARB_PEG_100(B)	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	iBAQ 31_200_PSCARB_10	iBAQ 32_200_psCARB_100	iBAQ 33_SMALL_CITRATE_10	iBAQ 34_LARGE_CITRATE_10	iBAQ 35_SMALL_PEI_10	iBAQ 36_LARGE_PEI_10	iBAQ 37_LARGE_PVP@AU_100	iBAQ 38_SMALL_PVP@AU_10	iBAQ 39_SMALL_PVP@AU_100	iBAQ 40_LARGE_CITRATE_100	iBAQ 41_LARGE_PEI_100	iBAQ 42_SMALL_CITRATE_100	iBAQ 43_SMALL_PEI_100	iBAQ 44_LARGE_PVP@AU_10	iBAQ 45_LARGE_PEG@AU_100	iBAQ 46_LARGE_PEI@AU_100	iBAQ 47_SMALL_PEI@AU_100	iBAQ 48_200_PSCARB_PEG_100	iBAQ 49_200_PSCARB_PEG_100(B)	iBAQ 50_FBS	iBAQ 51_SPQC1	iBAQ 52_SPQC2	iBAQ 53_SPQC3	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Taxonomy names
58985000	43079000	203980000	156260000	1271399936	1546000000	51783000	48313000	65845000	178750000	239620000	197450000	321190016	28902000	15144000	7556900	313520000	0	0	17208000	392160000	397800000	351470016	67439000	29107000	139990000	120780000	723769984	895059968	51246000	34939000	69265000	195260000	169390000	158840000	199170000	19672000	14450000	8273100	180890000	0	0	31729000	253920000	261240000	213920000	899150	941510	4064700	4464400	26719000	29546000	1247800	1159000	1548500	2427100	5627900	5385200	7236700	780370	487510	173570	7392300	0	0	179080	7944700	7018100	4812400				9913	12	12	12	24.7	24.7	24.7	52.045	0	223.08	5906400000	199	P00741	P00741			68	Bos taurus
12048000	1221200	701489984	715670016	1449699968	1399000064	76462000	637590016	96622000	567870016	1207000064	543459968	723200000	856840000	39454000	255490000	5050299904	8983500	1619400	0	524289984	652110016	663710016	19024000	3388900	305460000	368350016	585240000	665110016	60542000	248310000	88668000	219300000	568600000	247230000	354060000	322680000	38209000	108740000	2025799936	5373800	4493800	0	247680000	252620000	252580000	307700	58153	18291000	21409000	33834000	34665000	2415800	15560000	4269700	14342000	36006000	13626000	21937000	19820000	973930	5893900	111910000	73930	77112	0	15718000	16071000	16293000				9913	23	23	23	45.1	45.1	45.1	54.51	0	323.31	16184000000	436	P00743	P00743			69	Bos taurus
14999000	1234700	7911500	43407000	225170000	224560000	15767000	28470000	4223600	12009000	238150000	23362000	125120000	18810000	2494900	6794200	413150016	0	0	0	51182000	47068000	44997000	14999000	2261000	14488000	36600000	115320000	124370000	15767000	18816000	13526000	26456000	151200000	20219000	81294000	17203000	7990000	7258200	196030000	0	0	0	45001000	38616000	36962000	83393	56121	359610	477220	4748000	2497000	54829	521010	191980	154550	3605600	295650	2612800	173650	113410	25649	3589700	0	0	0	224040	635220	632360				9913	13	13	13	41.9	41.9	41.9	43.112	0	148.92	1548900000	102	P00744	P00744			70	Bos taurus
9370800	0	265300000	224750000	1164300032	1485600000	0	200910000	0	0	117460000	33565000	106570000	192570000	5741400	36976000	535020000	0	0	0	215710000	171710000	246010000	20084000	0	126550000	101130000	437929984	562350016	0	72696000	0	0	80494000	31604000	148920000	60136000	8120000	13862000	188530000	0	0	0	113970000	114870000	106180000	334670	0	6546900	5399400	25809000	28138000	0	3841000	0	0	3633400	1040000	3419700	3420500	135310	845820	12238000	0	0	0	6858200	4858300	7154400				9913	22	22	22	48	48	48	51.297	0	323.31	5011500000	242	P00745	P00745			71	Bos taurus
352460000	29707000	4023800064	4540499968	10023000064	14437999616	878640000	517600000	1154899968	1308000000	12170999808	1736899968	6378999808	437660000	330409984	2282200064	27697000448	141340000	27304000	1245200000	3323899904	3467699968	3526599936	87958000	7221700	1313299968	1447100032	4746299904	7020100096	303560000	83523000	220370000	403660000	5581199872	422990016	3702899968	74653000	117890000	1319100032	16999999488	116990000	22949000	583990016	1482000000	1546099968	1550199936	15154000	1632700	164940000	191860000	354990016	465600000	38249000	21920000	53718000	58810000	479680000	75609000	256420000	19757000	14829000	73070000	956800000	6923300	1006500	55145000	127340000	133060000	129650000				9913	27	27	27	46	46	46	39.234	0	323.31	100030000000	649	P00978	P00978			72	Bos taurus
1414899968	194500000	544120000	1042800000	386060000	312830016	942060032	160970000	876710016	1390300032	1268800000	610579968	1222499968	164080000	348929984	34040000	254020000	32292000	66493000	1746000000	802040000	694360000	802769984	416700000	53754000	166820000	300020000	119580000	88807000	348910016	37775000	243200000	412100000	328150016	167360000	362560000	45099000	95902000	9290300	88133000	17432000	46244000	547880000	228520000	240870000	217610000	28329000	3718400	12677000	20076000	8394600	7081700	17055000	3892100	18543000	26324000	28148000	13557000	25435000	3693000	7296500	571240	6169500	859440	1455500	25889000	17393000	16961000	17407000				9913	20	20	20	54.4	54.4	54.4	51.424	0	323.31	15312000000	537	P01017	P01017			73	Bos taurus
1887600000	88783000	7936000000	9793999872	12131999744	8656400384	2190700032	1798099968	3007099904	3004300032	9435100160	3941100032	12752000000	1460199936	845009984	266400000	4959499776	28101000	18361000	492500000	6660800000	5656699904	6000300032	574780032	25380000	1882400000	1745600000	2619399936	1547200000	748460032	486790016	1326700032	982129984	1843900032	1179699968	2547200000	333960000	240520000	48343000	1059299968	11313000	0	145180000	1397900032	1363600000	1383200000	28578000	1086000	90690000	109080000	157480000	105390000	35637000	23930000	52414000	43881000	118380000	56471000	155230000	18696000	11641000	3195800	63863000	342020	335000	6664200	87178000	71797000	74367000				9913	61	61	61	60.9	60.9	60.9	101.55	0	323.31	103010000000	1556	P01030	P01030			74	Bos taurus
390289984	108010000	25896000	113460000	0	0	235780000	100410000	281750016	25012000	0	29213000	0	101020000	0	0	0	0	0	8449000	23079000	42263000	38792000	187050000	37838000	25896000	80286000	0	0	128550000	42775000	200050000	38373000	0	29213000	0	41872000	0	0	0	0	0	21696000	35408000	40531000	38792000	31328000	1494800	2813300	4460700	0	0	15600000	1291900	2612200	4168600	0	3080800	0	262360	0	0	0	0	0	1408200	3846500	288640	4105600				9913	6	6	6	48.6	48.6	48.6	16.265	0	228.65	1523400000	78	P01035	P01035			75	Bos taurus
1798199936	229140000	3641199872	2356600064	2549900032	698520000	2600600064	303329984	3763800064	5616300032	1643699968	1979399936	1350599936	318249984	1020299968	39106000	301230016	42877000	92067000	1991799936	2590700032	2725400064	2657299968	796240000	97312000	1335500032	952080000	957299968	312809984	1025000000	149890000	1513299968	1556999936	681779968	800280000	632190016	144710000	299990016	20252000	279889984	27733000	48839000	733680000	1009699968	1002299968	995950016	36877000	3912600	73563000	44417000	49631000	13717000	48514000	5651200	70564000	92382000	32025000	36077000	29510000	5808100	16942000	637600	5706000	945240	1833700	37595000	48096000	50619000	48004000				9913	42	42	13	66	66	18.7	68.889	0	323.31	40311000000	791	P01044	P01044			76	Bos taurus
170320000	15973000	340649984	211180000	193100000	65858000	258080000	44170000	304880000	435590016	150130000	160780000	139880000	42606000	21168000	2972000	44125000	6005300	1931000	188200000	217080000	207380000	206180000	170320000	15973000	340649984	233840000	193100000	65858000	258080000	44170000	304880000	357910016	166230000	154640000	154890000	47177000	66096000	4372400	48859000	6649700	8644700	182850000	215240000	203870000	206180000	5009400	469790	10019000	6211200	5679400	1937000	7590500	1299100	8967000	11316000	4415500	4548300	4114200	1253100	622600	87413	1297800	176630	56793	5434700	6330600	5996200	6064300				9913	39	10	10	58.5	13.9	13.9	68.709	0	109.46	3428200000	79	P01045	P01045			77	Bos taurus
0	0	0	0	116600000	225090000	0	0	0	0	1714099968	4415800	297680000	0	0	0	411020000	0	0	0	9769300	0	7292400	0	0	0	0	26712000	39490000	0	0	0	0	191160000	0	62931000	0	0	0	65399000	0	0	0	13629000	0	0	0	0	0	0	517580	1085400	0	0	0	0	8729000	40512	1257500	0	0	0	2028900	0	0	0	46863	0	33520				9913	61	61	61	28	28	28	303.22	0	323.31	2786000000	195	P01267	P01267			78	Bos taurus
41649000	0	0	14160000	0	0	163220000	95707000	239540000	51844000	21261000	34836000	34320000	203950000	6747100	0	0	0	0	22137000	0	0	0	42011000	0	0	54765000	0	0	123300000	82498000	151460000	58166000	28921000	46984000	34320000	167410000	14158000	0	0	0	0	42293000	0	0	0	4888900	0	0	2360100	0	0	12265000	13911000	26532000	7187700	2476000	5806000	4958400	26168000	1124500	0	0	0	0	1735200	0	0	0				9913	6	6	6	57.6	57.6	57.6	13.677	0	107.28	929370000	49	P01888	P01888			79	Bos taurus
16632000512	12846000128	7680099840	12602999808	4142799872	3916600064	23544999936	2887600128	41352998912	13793000448	15841999872	7106899968	9017499648	3241600000	8321399808	298369984	7564899840	30997000192	79264997376	5250100224	10474999808	10396999680	10721999872	8064900096	6392699904	3202400000	6741799936	2113200000	2068300032	9281699840	1570999936	15562999808	5545500160	6726400000	3166500096	4007399936	1599399936	4156800000	140090000	3311099904	18791999488	28573999104	2415800064	4500299776	4968600064	4728500224	522860000	478449984	211460000	498540000	169820000	125800000	813560000	94165000	1127699968	419950016	514940000	239670000	303990016	100670000	278569984	10558000	240390000	1830899968	3021700096	218010000	371560000	455270016	329969984				9913	19	19	19	98.6	98.6	98.6	15.184	0	323.31	337900000000	743	P01966	P01966			80	Bos taurus
38800000	0	38555000	104030000	0	0	55127000	17966000	125900000	26660000	56865000	22378000	5416100	0	37611000	0	0	0	0	40128000	26416000	42304000	32375000	27209000	0	34345000	89855000	0	0	48061000	15878000	96488000	43330000	64981000	22378000	43363000	0	29352000	0	0	0	0	45855000	34443000	35138000	35223000	1377400	0	781920	2308500	0	0	1221500	353780	4299100	1612100	5169600	313550	492370	0	1120800	0	0	0	0	3648000	479180	1132400	1007100				9913	7	3	3	52.4	28.3	28.3	15.954	0	306.04	670530000	52	P02070	P02070			81	Bos taurus
14769000448	9156400128	6341700096	14302999552	2502799872	2284900096	14965000192	2328100096	22073999360	10275000320	8066899968	6301700096	5932899840	1341799936	3844600064	195440000	2483699968	2904600064	10113000448	6947299840	7959699968	8831599616	8238799872	7828599808	4250799872	2632300032	7251500032	1077400064	769470016	7036199936	1089900032	12913000448	5062799872	3593999872	3142899968	3036300032	621619968	2261600000	89837000	1030099968	1200999936	4846300160	2507399936	3921999872	3861900032	3796999936	656569984	359100000	279140000	544360000	112100000	111750000	545190016	77825000	829299968	514169984	375120000	262540000	314880000	70105000	137380000	6487200	126050000	147050000	449900000	353040000	342540000	376820000	321360000				9913	22	22	18	97.2	97.2	73.1	15.859	0	323.31	172160000000	842	P02081;P06643;P06642	P02081			82	Bos taurus;Bos taurus;Bos taurus
36982000	1648100	1529699968	1504199936	37074000	0	219500000	351870016	343040000	1672400000	187160000	2094599936	139660000	78371000	91307000	5723800	72996000	7683900	4172800	24149000	838739968	664360000	744569984	25221000	0	693969984	769180032	24835000	0	57697000	156150000	61422000	650110016	33672000	770480000	31904000	36476000	14686000	5849200	0	0	0	22518000	356710016	322780000	342020000	267220	22271	11520000	11937000	386260	0	1718000	2550600	3104100	13591000	1761200	16641000	1077300	673030	846430	21733	401040	103840	56389	223020	6738300	5505000	6102600				9913	21	21	21	17.6	17.6	17.6	138.94	0	323.31	10650000000	324	P02453	P02453			83	Bos taurus
0	0	311129984	332289984	7656800	0	116860000	496209984	247030000	1624000000	12217000	711680000	15152000	199710000	52280000	0	0	1670100	1533300	0	316630016	470710016	429360000	0	0	346910016	333289984	36859000	0	79999000	295790016	145050000	912470016	0	515440000	23825000	114260000	43206000	0	0	0	0	0	275960000	258970000	268480000	0	0	1383100	1386200	98164	0	1077300	3153700	1656800	12077000	156620	7253500	114570	1391500	337050	0	0	21411	19658	0	3339200	3128700	3162300				9913	14	14	14	13.7	13.7	13.7	141.83	0	323.31	5346200000	164	P02459	P02459			84	Bos taurus
0	0	1416899968	1430599936	0	0	62013000	281729984	130800000	894630016	58999000	1754000000	13333000	21955000	14561000	1422100	2378600	913850	0	0	506140000	506560000	473910016	0	0	411480000	402820000	0	0	0	70210000	39010000	360400000	18008000	447630016	19077000	18498000	0	0	0	0	0	0	198360000	169250000	196890000	0	0	12069000	12117000	0	0	885890	2252700	1699700	7625500	842850	14848000	190470	222610	208020	20316	33979	13055	0	0	4311700	4339200	3638000				9913	27	27	27	20.6	20.6	20.6	129.06	0	323.31	7570900000	232	P02465	P02465			85	Bos taurus
0	0	0	0	0	0	0	0	0	0	0	0	4895000	0	0	0	5542600	0	2838600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4895000	0	0	0	5542600	0	2838600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445000	0	0	0	503870	0	258060	0	0	0	0				9913	1	1	1	7.4	7.4	7.4	20.037	0	12.303	13276000	3	P02510	P02510			86	Bos taurus
5005300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5005300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	1	1	1	10	10	10	15.057	0.005102	3.8117	5005300	3	P02584	P02584			87	Bos taurus
0	0	0	0	0	6521300	9652500	0	11462000	0	0	0	4675000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7624400	11285000	0	13401000	0	0	0	32311000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2173800	3217500	0	3820800	0	0	0	1558300	0	0	0	0	0	0	0	0	0	0				9913	1	1	1	16	16	16	10.518	0.002584	3.9211	32311000	7	P02639	P02639			88	Bos taurus
3333799936	206200000	508169984	2166000128	348040000	249260000	219160000	75477000	390620000	413940000	518760000	284470016	383270016	58541000	165110000	6427500	148110000	117420000	152630000	275840000	411560000	439280000	455790016	940760000	89425000	172230000	980569984	162440000	113380000	104340000	43245000	179140000	187380000	210990000	152880000	196980000	39154000	80998000	5721700	86805000	46187000	56798000	154750000	193270000	214440000	212700000	37935000	2342800	7718200	30924000	4907000	3727300	3309700	1351800	5961200	6605300	8514600	4548600	6160100	936610	2368300	81890	2287100	1832400	2570000	3977700	6337300	5180800	6413400				9913	39	39	39	52.4	52.4	52.4	67.011	0	323.31	11328000000	482	P02672	P02672			89	Bos taurus
2430000128	94502000	1258599936	1595699968	211160000	190460000	59422000	62380000	207710000	183760000	258510000	267330000	58435000	50358000	110090000	0	88697000	144300000	176290000	69963000	348369984	355790016	369550016	445880000	28320000	294240000	327870016	77435000	52631000	40813000	14155000	62925000	68223000	85400000	71293000	61297000	15015000	42666000	0	44319000	40729000	49527000	45281000	97154000	104790000	99259000	59587000	2173900	33809000	37450000	4611600	5012500	1602500	1739500	5939200	5005700	5953700	8095500	1227600	973640	2874700	0	2777700	3597300	4501400	1793200	9618700	9418800	9965700				9913	34	34	34	70.1	70.1	70.1	53.339	0	323.31	8591200000	432	P02676	P02676			90	Bos taurus
70569000960	16131999744	76802998272	99194003456	106210000896	103250001920	236960006144	31396999168	196529995776	270659993600	328029995008	130509996032	263850000384	60415000576	120470003712	10254999552	73530998784	13466999808	25536000000	467100008448	203329994752	198239993856	204869992448	14145999872	3331500032	16417000448	19143999488	18493999104	20391000064	40562999296	7471900160	33979000832	43100999680	52965998592	25652000768	45129998336	12071999488	24768000000	1264300032	15088000000	2937299968	4649600000	46341001216	34671001600	33812000768	33791000576	823510016	187330000	858579968	1058000000	1187000064	1118200064	2651399936	352100000	2126899968	2947099904	3897199872	1494300032	3193799936	658969984	1314200064	105300000	812440000	161940000	294750016	5217600000	2303800064	2152199936	2358599936				9913	104	104	97	92.3	92.3	88.6	69.293	0	323.31	3307300000000	6411	P02769	P02769			91	Bos taurus
107540000	30929000	44546000	153940000	31669000	0	381020000	18519000	655529984	581660032	20873000	205800000	4869500	4592100	59467000	0	8532000	0	0	0	128090000	185750000	165720000	88260000	22948000	88466000	125240000	34275000	0	271249984	23544000	544529984	439820000	71948000	168140000	0	15829000	49659000	0	17186000	0	0	0	128090000	142150000	137800000	17341000	5103900	5668200	26880000	6333800	0	60103000	3703800	107560000	88135000	4174600	35251000	973890	918410	9477800	0	1706400	0	0	0	19329000	28326000	28366000				9913	5	5	5	49	49	49	10.843	0	39.889	2789100000	64	P04815;P00974;P00975	P04815			92	Bos taurus;Bos taurus;Bos taurus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16870000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16870000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219310	0	0	0	0	0	0				9913	2	2	2	6.2	6.2	6.2	50.014	0	4.8545	16870000	3	P05059	P05059			93	Bos taurus
0	0	0	0	12454000	34083000	0	0	0	0	73091000	0	88750000	0	0	4805800	270790016	0	0	0	0	0	0	0	0	0	0	16612000	25336000	0	0	0	0	56807000	0	52848000	0	0	3548300	84617000	0	0	0	0	0	0	0	0	0	0	159600	642360	0	0	0	0	1888400	0	2037100	0	0	85251	5418800	0	0	0	0	0	0				9913	14	14	14	33.1	33.1	33.1	57.265	0	264.49	483970000	45	P05307	P05307			94	Bos taurus
0	0	0	0	0	0	0	0	3526600	5084200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8610800	8610800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135640	195550	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	3	3	3	13	13	13	44.875	0	18.054	8610800	3	P06623	P06623			95	Bos taurus
1769900032	68647000	613459968	1623500032	499649984	421609984	1586800000	169210000	1584199936	2268400128	1695600000	1253699968	1462800000	220700000	393920000	26903000	341360000	6424400	17434000	2151500032	1230099968	1013000000	1101799936	234350000	11434000	123150000	232930000	109320000	77496000	244630000	27291000	235130000	278600000	275080000	242790000	213700000	39166000	66961000	5245200	83245000	0	8026300	254500000	203270000	163680000	172070000	20018000	503220	6377800	17989000	5616000	4196800	17283000	1816400	17444000	24257000	20701000	15286000	16763000	2185600	4203500	272550	4559200	85236	294260	25979000	13257000	11206000	10964000				9913	55	55	55	75	75	75	91.215	0	323.31	21521000000	998	P06868	P06868			96	Bos taurus
152970000	4704300	1140999936	425880000	3290299904	4068699904	110780000	98987000	70661000	429440000	213590000	459750016	229070000	59743000	18580000	6676900	195290000	0	0	41077000	668990016	692280000	668320000	67431000	4439100	313070016	148830000	838350016	970800000	55514000	37754000	57418000	172050000	113830000	193340000	136040000	33068000	14568000	4906600	68921000	0	0	44115000	257890000	248340000	262290000	3658800	127140	20582000	8931500	60520000	78038000	2277400	1933600	1489800	10611000	4684400	8521900	5243900	1039300	502170	180460	3756000	0	0	949280	12887000	14701000	11322000				9913	36	36	36	49.3	49.3	49.3	75.132	0	323.31	13047000000	353	P07224	P07224			97	Bos taurus
0	0	0	6181500	0	0	189120000	5329500	174260000	61526000	0	8322100	0	16806000	0	0	0	0	0	0	8984700	9928900	11236000	0	0	0	18921000	0	0	147790000	16313000	185470000	61526000	0	25473000	0	20119000	0	0	0	0	0	0	27501000	30391000	34392000	0	0	0	1236300	0	0	9758900	1065900	15699000	2309300	0	1664400	0	3361100	0	0	0	0	0	0	1796900	1985800	2247200				9913	4	4	4	27.3	27.3	27.3	17.066	0	48.508	491700000	29	P07455	P07455			98	Bos taurus
75684000	30713000	133520000	185110000	15522000	0	1362499968	266830000	2421199872	442120000	14731000	133080000	10251000	537689984	25378000	0	0	0	0	10525000	205590000	216700000	218700000	83788000	30713000	128020000	168470000	22684000	0	1203000064	239570000	2288600064	312969984	21528000	133080000	14981000	494580000	25378000	0	0	0	0	15381000	205590000	216700000	201650000	8409300	3056500	14835000	18798000	1724700	0	125740000	25491000	230810000	35794000	1636800	13471000	1139000	51863000	2338400	0	0	0	0	1169400	20573000	22165000	20559000				9913	7	7	7	38.5	38.5	38.5	19.681	0	173.51	6305800000	72	P07456	P07456			99	Bos taurus
0	1811800	6838500	29309000	23896000	19786000	221530000	0	311100000	147650000	44538000	39848000	29825000	2316000	17218000	0	11457000	0	1814700	0	62898000	48061000	63923000	0	3053700	11526000	30457000	24832000	20561000	205230000	0	287700000	147650000	46283000	41409000	30994000	3903400	17892000	0	11906000	0	3058600	0	65362000	49943000	63923000	0	452960	1709600	7327300	5974000	4946400	49356000	0	69239000	35269000	11134000	9961900	7456300	579000	4304500	0	2864300	0	453680	0	15724000	12015000	15062000				9913	3	3	3	24.3	24.3	24.3	12.217	0	46.666	1083800000	44	P07507	P07507			100	Bos taurus
2634200064	120380000	8205799936	5840500224	7105200128	5152900096	1046899968	160270000	1685900032	2314299904	3092699904	2561900032	2918099968	169720000	1148600064	22861000	743280000	832990016	839320000	59138000	3081799936	3157499904	3513900032	253400000	20884000	844920000	591769984	757670016	468360000	158530000	25588000	198810000	263100000	371969984	309649984	363550016	30263000	152550000	6440000	107390000	84252000	93714000	0	353110016	420849984	414609984	11298000	410030	37589000	26399000	31523000	22855000	4608200	523800	6734000	10791000	15152000	10943000	15306000	650320	5167200	50297	3817800	3710600	3550200	375210	13351000	15151000	15763000				9913	99	99	99	52.3	52.3	52.3	272.15	0	323.31	56408000000	2035	P07589	P07589			101	Bos taurus
28088000	19118000	0	6778400	0	0	0	0	0	0	0	0	0	0	0	0	3138800	0	0	0	0	0	0	30833000	12776000	0	13167000	0	0	0	0	0	0	0	0	0	0	0	0	6097000	0	0	0	0	0	0	1478300	585300	0	356760	0	0	0	0	0	0	0	0	0	0	0	0	165200	0	0	0	0	0	0				9913	5	5	5	16.4	16.4	16.4	44.842	0	13.456	57123000	9	P08037	P08037			102	Bos taurus
0	0	0	0	0	29637000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19049000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	8	8	8	3.8	3.8	3.8	274.53	0	20.26	29637000	9	P08169	P08169			103	Bos taurus
0	0	0	0	0	0	10820000	0	22066000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10820000	0	22066000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601100	0	1225900	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	1	1	1	6.9	6.9	6.9	34.196	0	6.7516	32886000	2	P09867	P09867			104	Bos taurus
0	1541700	4921100	5504300	9679500	7692700	24563000	3180200	41906000	58214000	170580000	6058500	28050000	3508600	44908000	0	11738000	1873200	8901300	0	19054000	10866000	22903000	0	2293300	7320400	8188000	14399000	11443000	36539000	4730800	127860000	77085000	186010000	9012400	41726000	5219300	38347000	0	17460000	2786500	13241000	0	25230000	16163000	24975000	0	308330	984210	1100900	1935900	1538500	4912500	636050	7935800	6073400	34115000	1211700	5610000	701720	8981600	0	2347500	374630	1780300	0	2085700	2173100	4580600				9913	4	4	4	49.6	49.6	49.6	14.019	0	32.412	485640000	27	Q3ZBX9;P0C0S9;A1A4R1;Q32LA7;P0C0S4	Q3ZBX9;P0C0S9;A1A4R1;Q32LA7;P0C0S4			105	Bos taurus;Bos taurus;Bos taurus;Bos taurus;Bos taurus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	1	1	1	12.5	12.5	12.5	14.728	0	5.9115	0	1	P63048;P62992;P0CG53;P0CH28	P63048;P62992;P0CG53;P0CH28			106	Bos taurus;Bos taurus;Bos taurus;Bos taurus
574310016	446230016	694710016	686230016	839340032	774579968	346080000	160900000	869340032	828200000	1028699968	624400000	1281900032	94362000	193590000	41574000	755350016	328980000	1018000000	3509600	612689984	713569984	721720000	283800000	102350000	307060000	318340000	331289984	308590016	182790000	73505000	379640000	418880000	450800000	316209984	560689984	45045000	78415000	10275000	298889984	152600000	369880000	0	302340000	298590016	307310016	24967000	11581000	24107000	27194000	27943000	23826000	14859000	5993800	28217000	28982000	41828000	22726000	55719000	3052700	8303500	564390	24163000	11768000	32820000	219350	21808000	26816000	27889000				9913	18	18	18	68.5	68.5	68.5	35.868	0	323.31	13638000000	453	P10096;Q2KJE5	P10096			107	Bos taurus;Bos taurus
0	0	6871800	0	0	0	0	0	0	0	0	0	0	0	15418000	0	0	0	0	0	0	0	0	0	0	22289000	0	0	0	0	0	0	0	0	0	0	0	22289000	0	0	0	0	0	0	0	0	0	0	1145300	0	0	0	0	0	0	0	0	0	0	0	2569600	0	0	0	0	0	0	0	0				9913	3	3	3	21.9	21.9	21.9	24.908	0	5.6739	22289000	3	P10103	P10103			108	Bos taurus
26575000	0	34074000	56945000	0	0	296990016	31239000	891969984	606720000	0	123940000	0	49560000	0	0	0	0	0	0	166420000	74216000	5556600	32120000	0	50002000	53930000	0	0	272800000	113810000	732360000	580540032	0	131490000	0	88728000	0	0	0	0	0	0	140710000	78601000	0	3796500	0	4867800	2168700	0	0	9017900	3675800	49982000	15678000	0	7530800	0	3024400	0	0	0	0	0	0	7331800	1311800	793800				9913	7	7	7	52	52	52	16.969	0	62.978	2364200000	68	P10152	P10152			109	Bos taurus
0	0	0	0	0	0	0	0	0	0	9302600	0	0	0	0	0	13540000	2232700	1607800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10983000	0	0	0	0	0	13540000	2636000	1898100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715590	0	0	0	0	0	727510	171750	123670	0	0	0	0				9913	2	2	2	6.2	6.2	6.2	37.377	0.0096852	3.2503	26683000	5	P62871;P11017	P62871;P11017			110	Bos taurus;Bos taurus
